elo_diff,fifa_diff,form_diff,gs_diff,gc_diff,mv_diff,inj_diff,susp_diff,home_adv,h2h_factor,target
0,0,-2.1999999999999997,-0.7999999999999999,1.4,280.0,2,0,1,0.3333333333333333,1
0,0,-0.7999999999999999,-0.8,0.3999999999999999,220.0,1,0,1,0.0,0
0,0,1.0,0.5999999999999999,-1.2000000000000002,120.0,0,0,1,0.3333333333333333,2
0,0,-1.2,0.0,1.4,560.0,0,0,1,0.3333333333333333,2
0,0,0.6000000000000001,0.0,-0.19999999999999996,-580.0,-3,0,1,0.0,0
0,0,-0.19999999999999973,-0.19999999999999996,0.0,140.0,-1,0,1,0.3333333333333333,2
0,0,0.6000000000000001,-0.20000000000000018,-0.8,-30.0,0,0,1,1.0,1
0,0,1.4,0.5999999999999999,-1.0,-460.0,0,0,1,1.0,2
0,0,0.19999999999999996,0.19999999999999996,0.4,130.0,-3,0,1,0.3333333333333333,1
0,0,-2.0,-1.4,1.4000000000000001,-1010.0,3,0,1,0.0,0
0,0,0.0,-0.6000000000000001,0.3999999999999999,-290.0,-1,0,1,1.0,0
0,0,-0.3999999999999999,-1.2000000000000002,-1.4000000000000001,-300.0,-2,0,1,0.0,2
0,0,-0.20000000000000018,0.19999999999999996,0.3999999999999999,490.0,1,0,1,0.0,2
0,0,0.20000000000000018,-0.40000000000000013,-0.6,120.0,2,0,1,0.3333333333333333,2
0,0,0.9999999999999999,0.3999999999999999,0.0,-390.0,-3,0,1,0.3333333333333333,0
0,0,0.6000000000000001,0.19999999999999996,-0.3999999999999999,470.0,-1,0,1,1.0,2
0,0,0.3999999999999999,0.8,0.5999999999999999,320.0,-1,0,1,0.0,2
0,0,1.6,0.9999999999999999,-1.4,-30.0,0,0,1,0.0,2
0,0,-0.8,-0.3999999999999999,0.3999999999999999,-50.0,1,0,1,1.0,2
0,0,-2.0,-1.2,0.7999999999999999,160.0,-1,0,1,0.0,2
0,0,-0.3999999999999999,-0.3999999999999999,0.0,300.0,0,0,1,0.0,1
0,0,0.19999999999999996,0.3999999999999999,0.20000000000000007,780.0,1,0,1,1.0,2
0,0,0.19999999999999996,0.40000000000000013,0.19999999999999996,-80.0,-2,0,1,0.3333333333333333,2
0,0,0.0,0.0,0.19999999999999996,-190.0,-1,0,1,1.0,2
0,0,0.3999999999999999,0.8,0.20000000000000018,-130.0,-3,0,1,1.0,0
0,0,-2.2,-2.6,1.8000000000000003,580.0,0,0,1,1.0,0
0,0,-1.4000000000000001,-0.40000000000000013,0.8,-920.0,0,0,1,0.0,1
0,0,1.8,1.8,-1.2000000000000002,-30.0,0,0,1,0.0,1
0,0,-0.6000000000000001,-0.40000000000000013,0.8000000000000003,-650.0,0,0,1,0.0,1
0,0,1.6,1.4,-1.0000000000000002,110.0,1,0,1,0.3333333333333333,2
0,0,-0.8000000000000003,-1.4000000000000001,0.0,-10.0,0,0,1,0.0,0
0,0,1.0000000000000002,0.8,0.19999999999999996,850.0,-3,0,1,1.0,2
0,0,0.0,-1.4,-0.40000000000000013,90.0,2,0,1,0.0,1
0,0,-1.4,-1.0,1.2000000000000002,-390.0,1,0,1,0.0,1
0,0,2.0,2.0,-1.0,-280.0,1,0,1,0.0,1
0,0,-0.40000000000000013,-0.40000000000000013,0.3999999999999999,-660.0,1,0,1,0.0,0
0,0,-0.8000000000000003,-1.0,0.5999999999999999,550.0,2,0,1,1.0,1
0,0,1.6,1.4,-1.0,830.0,-2,0,1,1.0,2
0,0,-1.0,-0.3999999999999999,0.6000000000000001,-280.0,-1,0,1,0.0,2
0,0,-0.20000000000000018,-1.4,0.19999999999999996,360.0,-1,0,1,0.3333333333333333,2
0,0,0.6,0.6,-0.8000000000000003,-20.0,1,0,1,0.0,1
0,0,-0.4,0.8,0.20000000000000018,260.0,-2,0,1,0.3333333333333333,0
0,0,0.20000000000000018,0.0,0.0,-270.0,0,0,1,0.0,2
0,0,-0.6000000000000001,0.0,1.2,40.0,2,0,1,0.0,1
0,0,-0.5999999999999999,0.0,0.3999999999999999,190.0,0,0,1,0.0,2
0,0,1.6,0.5999999999999999,-1.5999999999999999,870.0,-2,0,1,1.0,2
0,0,0.0,-0.3999999999999999,0.0,-910.0,0,0,1,0.0,1
0,0,-1.4000000000000001,-0.7999999999999999,1.2000000000000002,180.0,-2,0,1,1.0,2
0,0,0.19999999999999996,0.5999999999999999,0.40000000000000013,-870.0,-1,0,1,1.0,2
0,0,-1.2000000000000002,0.0,0.19999999999999996,-240.0,1,0,1,0.0,0
0,0,-2.0,-0.3999999999999999,2.2,-690.0,1,0,1,0.0,0
0,0,-0.2,0.4,0.40000000000000013,-130.0,1,0,1,1.0,1
0,0,-0.3999999999999999,-1.2000000000000002,-0.19999999999999996,-310.0,-2,0,1,0.0,2
0,0,0.3999999999999999,0.8,0.6000000000000001,510.0,0,0,1,0.0,1
0,0,0.8000000000000003,0.0,-1.2,620.0,-2,0,1,0.0,0
0,0,-0.20000000000000018,1.2,0.3999999999999999,20.0,3,0,1,0.0,1
0,0,1.2000000000000002,-0.20000000000000018,-1.2,430.0,5,0,1,1.0,2
0,0,-1.4000000000000001,-1.4,0.8,240.0,-1,0,1,0.0,2
