home_team,away_team,raw_home_xg,raw_away_xg,clipped_home_xg,clipped_away_xg,final_home_xg,final_away_xg,home_clipped,away_clipped,actual_home_score,actual_away_score,match_status
Manchester City FC,Arsenal FC,1.7083542346954346,1.252439260482788,1.7083542346954346,1.252439260482788,1.7084,1.2524,False,False,2.0,1.0,FINISHED
Everton FC,Liverpool FC,0.9054707884788513,1.1773855686187744,0.9054707884788513,1.1773855686187744,0.9055,1.1774,False,False,1.0,2.0,FINISHED
Aston Villa FC,Sunderland AFC,1.9986412525177002,0.6395538449287415,1.9986412525177002,0.6395538449287415,1.9986,0.6396,False,False,4.0,3.0,FINISHED
Nottingham Forest FC,Burnley FC,2.322322368621826,0.4555097222328186,2.322322368621826,0.4555097222328186,2.3223,0.4555,False,False,4.0,1.0,FINISHED
Chelsea FC,Manchester United FC,1.8159037828445435,1.508591651916504,1.8159037828445435,1.508591651916504,1.8159,1.5086,False,False,0.0,1.0,FINISHED
Tottenham Hotspur FC,Brighton & Hove Albion FC,1.339682936668396,1.0273101329803467,1.339682936668396,1.0273101329803467,1.3397,1.0273,False,False,2.0,2.0,FINISHED
Leeds United FC,Wolverhampton Wanderers FC,2.4558539390563965,0.4056875705718994,2.4558539390563965,0.4056875705718994,2.4559,0.4057,False,False,3.0,0.0,FINISHED
Newcastle United FC,AFC Bournemouth,1.272085189819336,1.3325623273849487,1.272085189819336,1.3325623273849487,1.2721,1.3326,False,False,1.0,2.0,FINISHED
Brentford FC,Fulham FC,1.22040855884552,0.8017107844352722,1.22040855884552,0.8017107844352722,1.2204,0.8017,False,False,0.0,0.0,FINISHED
Manchester United FC,Leeds United FC,1.6408259868621826,0.5590173006057739,1.6408259868621826,0.5590173006057739,1.6408,0.559,False,False,1.0,2.0,FINISHED
